Diplôme (code),"Année 
de  
l'inscription",Version diplôme (code),Diplôme SISE (code),Diplôme SISE (type),Diplôme SISE intitulé 1 (lib.),Diplôme SISE intitulé 2 (lib.),"Diplôme 
intermédiaire
SISE (code)",Diplôme intermédiaire SISE (lib.)
HMLL12,2012,121,2225245,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES GERMANIQUES,,
HMLL12,2012,122,2216563,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES",,2007866,"ARTS, LETTRES, LANGUES : METIERS DE L'ENSEIGNEMENT"
HMLL12,2012,123,2216997,MASTER ENS,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES",ALLEMAND ENSEIGNEMENT,,
HMLL12,2013,123,2216997,MASTER ENS,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES",ALLEMAND ENSEIGNEMENT,,
HMLL12,2012,124,2225558,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES ANGLOPHONES,2009187,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)"
HMLL12,2013,124,2225558,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES ANGLOPHONES,2009187,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)"
HMLL12,2014,124,2225558,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES ANGLOPHONES,2009187,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)"
HMLL12,2012,125,2225558,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES ANGLOPHONES,,
HMLL12,2013,125,2225558,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES ANGLOPHONES,,
HMLL12,2014,125,2225558,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES ANGLOPHONES,,
HMLL12,2012,126,2216563,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES",,2007866,"ARTS, LETTRES, LANGUES : METIERS DE L'ENSEIGNEMENT"
HMLL12,2012,127,2216998,MASTER ENS,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES",ANGLAIS ENSEIGNEMENT,,
HMLL12,2013,127,2216998,MASTER ENS,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES",ANGLAIS ENSEIGNEMENT,,
HMLL12,2012,128,2225246,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES HISPANIQUES ET HISPANO-AMERICAINES,2009187,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)"
HMLL12,2013,128,2225246,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES HISPANIQUES ET HISPANO-AMERICAINES,2009187,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)"
HMLL12,2014,128,2225246,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES HISPANIQUES ET HISPANO-AMERICAINES,2009187,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)"
HMLL12,2012,129,2225246,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES HISPANIQUES ET HISPANO-AMERICAINES,,
HMLL12,2013,129,2225246,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES HISPANIQUES ET HISPANO-AMERICAINES,,
HMLL12,2014,129,2225246,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES HISPANIQUES ET HISPANO-AMERICAINES,,
HMLL12,2012,130,2216563,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES",,2007866,"ARTS, LETTRES, LANGUES : METIERS DE L'ENSEIGNEMENT"
HMLL12,2012,131,2216999,MASTER ENS,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES",ESPAGNOL ENSEIGNEMENT,,
HMLL12,2013,131,2216999,MASTER ENS,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES",ESPAGNOL ENSEIGNEMENT,,
HMLL12,2012,132,2225247,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES ITALIENNES,2009187,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)"
HMLL12,2013,132,2225247,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES ITALIENNES,2009187,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)"
HMLL12,2014,132,2225247,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES ITALIENNES,2009187,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)"
HMLL12,2013,133,2225247,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES ITALIENNES,,
HMLL12,2014,133,2225247,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)",ETUDES ITALIENNES,,
HMLL12,2012,134,2216563,MASTER ENSEIGNEMENT,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES",,2007866,"ARTS, LETTRES, LANGUES : METIERS DE L'ENSEIGNEMENT"
HMLL12,2012,135,2217000,MASTER ENS,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES",ITALIEN ENSEIGNEMENT,,
HMLL12,2013,135,2217000,MASTER ENS,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES",ITALIEN ENSEIGNEMENT,,
HMLL12,2012,136,2211180,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)","TRADUCTION, SOUS-TITRAGE, DOUBLAGE",,
HMLL12,2013,136,2211180,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)","TRADUCTION, SOUS-TITRAGE, DOUBLAGE",,
HMLL12,2014,136,2211180,MASTER (LMD),"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)","TRADUCTION, SOUS-TITRAGE, DOUBLAGE",,
HMPH12,2012,120,2221437,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES : PENSEE EUROPEENNE ET ENSEIGNEMENT DE LA PHILOSOPHIE,PHILOSOPHIE DE LA CULTURE EUROPEENNE,2008913,SCIENCES HUMAINES ET SOCIALES : PENSEE EUROPEENNE ET ENSEIGNEMENT DE LA PHILOSOPHIE
HMPH12,2013,120,2221437,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES : PENSEE EUROPEENNE ET ENSEIGNEMENT DE LA PHILOSOPHIE,PHILOSOPHIE DE LA CULTURE EUROPEENNE,2008913,SCIENCES HUMAINES ET SOCIALES : PENSEE EUROPEENNE ET ENSEIGNEMENT DE LA PHILOSOPHIE
HMPH12,2014,120,2221437,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES : PENSEE EUROPEENNE ET ENSEIGNEMENT DE LA PHILOSOPHIE,PHILOSOPHIE DE LA CULTURE EUROPEENNE,2008913,SCIENCES HUMAINES ET SOCIALES : PENSEE EUROPEENNE ET ENSEIGNEMENT DE LA PHILOSOPHIE
HMPH12,2012,121,2221437,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES : PENSEE EUROPEENNE ET ENSEIGNEMENT DE LA PHILOSOPHIE,PHILOSOPHIE DE LA CULTURE EUROPEENNE,,
HMPH12,2013,121,2221437,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES : PENSEE EUROPEENNE ET ENSEIGNEMENT DE LA PHILOSOPHIE,PHILOSOPHIE DE LA CULTURE EUROPEENNE,,
HMPH12,2014,121,2221437,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES : PENSEE EUROPEENNE ET ENSEIGNEMENT DE LA PHILOSOPHIE,PHILOSOPHIE DE LA CULTURE EUROPEENNE,,
HMPH12,2012,122,2216792,MASTER ENSEIGNEMENT,SCIENCES HUMAINES ET SOCIALES : PENSEE EUROPEENNE ET ENSEIGNEMENT DE LA PHILOSOPHIE,,2008094,SCIENCES HUMAINES ET SOCIALES :  PHILOSOPHIE ET ENSEIGNEMENT DE LA PHILOSOPHIE
HMPH12,2012,123,2216792,MASTER ENSEIGNEMENT,SCIENCES HUMAINES ET SOCIALES : PENSEE EUROPEENNE ET ENSEIGNEMENT DE LA PHILOSOPHIE,,,
HMPH12,2013,123,2216792,MASTER ENSEIGNEMENT,SCIENCES HUMAINES ET SOCIALES : PENSEE EUROPEENNE ET ENSEIGNEMENT DE LA PHILOSOPHIE,,,
HMPY12,2012,120,2200092,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,,2004745,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE
HMPY12,2013,120,2200092,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,,2004745,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE
HMPY12,2014,120,2200092,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,,2004745,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE
HMPY12,2012,121,2205896,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:PSYCHOLOGIE,PSYCHOLOGIE CLINIQUE ET MEDIATION THERAPEUTIQUE PAR L'ART,,
HMPY12,2013,121,2205896,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:PSYCHOLOGIE,PSYCHOLOGIE CLINIQUE ET MEDIATION THERAPEUTIQUE PAR L'ART,,
HMPY12,2014,121,2205896,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:PSYCHOLOGIE,PSYCHOLOGIE CLINIQUE ET MEDIATION THERAPEUTIQUE PAR L'ART,,
HMPY12,2012,122,2211466,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,PSYCHOLOGIE CLINIQUE ET GERONTOLOGIQUE,,
HMPY12,2013,122,2211466,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,PSYCHOLOGIE CLINIQUE ET GERONTOLOGIQUE,,
HMPY12,2014,122,2211466,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,PSYCHOLOGIE CLINIQUE ET GERONTOLOGIQUE,,
HMPY12,2012,123,2205905,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:PSYCHOLOGIE,"PSYCHOPATHOLOGIES INTERCULTURELLES,CLINIQUE DU LIEN SOCIAL,DES SITUATIONS DE CRISES ET DES TRAUMATIS",,
HMPY12,2013,123,2205905,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:PSYCHOLOGIE,"PSYCHOPATHOLOGIES INTERCULTURELLES,CLINIQUE DU LIEN SOCIAL,DES SITUATIONS DE CRISES ET DES TRAUMATIS",,
HMPY12,2014,123,2205905,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:PSYCHOLOGIE,"PSYCHOPATHOLOGIES INTERCULTURELLES,CLINIQUE DU LIEN SOCIAL,DES SITUATIONS DE CRISES ET DES TRAUMATIS",,
HMPY12,2012,124,2205893,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:PSYCHOLOGIE,NEUROPSYCHOLOGIE ET PSYCHOLOGIE DU DEVELOPPEMENT,,
HMPY12,2013,124,2205893,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:PSYCHOLOGIE,NEUROPSYCHOLOGIE ET PSYCHOLOGIE DU DEVELOPPEMENT,,
HMPY12,2014,124,2205893,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:PSYCHOLOGIE,NEUROPSYCHOLOGIE ET PSYCHOLOGIE DU DEVELOPPEMENT,,
HMPY12,2012,125,2205902,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:PSYCHOLOGIE,PSYCHOLOGIE SOCIALE ET DU TRAVAIL ET INGENIERIE DES RESSOURCES HUMAINES,,
HMPY12,2013,125,2205902,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:PSYCHOLOGIE,PSYCHOLOGIE SOCIALE ET DU TRAVAIL ET INGENIERIE DES RESSOURCES HUMAINES,,
HMPY12,2014,125,2205902,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:PSYCHOLOGIE,PSYCHOLOGIE SOCIALE ET DU TRAVAIL ET INGENIERIE DES RESSOURCES HUMAINES,,
HMSL12,2012,120,2220743,MASTER (LMD),"ARTS, LETTRES, LANGUES : LINGUISTIQUE",,2006951,"ARTS, LETTRES, LANGUES : LINGUISTIQUE"
HMSL12,2013,120,2220743,MASTER (LMD),"ARTS, LETTRES, LANGUES : LINGUISTIQUE",,2006951,"ARTS, LETTRES, LANGUES : LINGUISTIQUE"
HMSL12,2014,120,2220743,MASTER (LMD),"ARTS, LETTRES, LANGUES : LINGUISTIQUE",,2006951,"ARTS, LETTRES, LANGUES : LINGUISTIQUE"
HMSL12,2012,121,2220743,MASTER (LMD),"ARTS, LETTRES, LANGUES : LINGUISTIQUE",,,
HMSL12,2013,121,2220743,MASTER (LMD),"ARTS, LETTRES, LANGUES : LINGUISTIQUE",,,
HMSL12,2014,121,2220743,MASTER (LMD),"ARTS, LETTRES, LANGUES : LINGUISTIQUE",,,
HMSO12,2012,120,2205924,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:SOCIOLOGIE:SOCIOLOGIE DES MOBILITES,,2008934,SCIENCES HUMAINES ET SOCIALES : SOCIOLOGIE:SOCIOLOGIE DES MOBILITES
HMSO12,2013,120,2205924,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:SOCIOLOGIE:SOCIOLOGIE DES MOBILITES,,2008934,SCIENCES HUMAINES ET SOCIALES : SOCIOLOGIE:SOCIOLOGIE DES MOBILITES
HMSO12,2014,120,2205924,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:SOCIOLOGIE:SOCIOLOGIE DES MOBILITES,,2008934,SCIENCES HUMAINES ET SOCIALES : SOCIOLOGIE:SOCIOLOGIE DES MOBILITES
HMSO12,2012,121,2225968,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:SOCIOLOGIE:SOCIOLOGIE DES MOBILITES,MIGRATIONS ET ALTERITES,,
HMSO12,2013,121,2225968,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:SOCIOLOGIE:SOCIOLOGIE DES MOBILITES,MIGRATIONS ET ALTERITES,,
HMSO12,2014,121,2225968,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:SOCIOLOGIE:SOCIOLOGIE DES MOBILITES,MIGRATIONS ET ALTERITES,,
HMSO12,2012,122,2205925,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:SOCIOLOGIE:SOCIOLOGIE DES MOBILITES,"SOCIOLOGIE ET ERGONOMIE DES TECHNOLOGIES NUMERIQUES:MOBILITE,RESEAU ET INTERACTION",,
HMSO12,2013,122,2205925,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:SOCIOLOGIE:SOCIOLOGIE DES MOBILITES,"SOCIOLOGIE ET ERGONOMIE DES TECHNOLOGIES NUMERIQUES:MOBILITE,RESEAU ET INTERACTION",,
HMSO12,2014,122,2205925,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:SOCIOLOGIE:SOCIOLOGIE DES MOBILITES,"SOCIOLOGIE ET ERGONOMIE DES TECHNOLOGIES NUMERIQUES:MOBILITE,RESEAU ET INTERACTION",,
HMSO12,2013,123,2216819,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:SOCIOLOGIE:SOCIOLOGIE DES MOBILITES,ETUDES ET DIAGNOSTICS SOCIOLOGIQUES,,
HMSO12,2014,123,2216819,MASTER (LMD),SCIENCES HUMAINES ET SOCIALES:SOCIOLOGIE:SOCIOLOGIE DES MOBILITES,ETUDES ET DIAGNOSTICS SOCIOLOGIQUES,,
HPHI12,2013,120,8930004,CERTIF CAPES,CAPES HISTOIRE-GEOGRAPHIE,,,
HPLL12,2013,120,8930006,CERTIF CAPES,CAPES LANGUES VIVANTES ETRANGERES,,,
HPLL12,2013,121,8930006,CERTIF CAPES,CAPES LANGUES VIVANTES ETRANGERES,,,
HPLL12,2013,122,8930006,CERTIF CAPES,CAPES LANGUES VIVANTES ETRANGERES,,,
IAL12,2012,120,,,,,,
IAL12,2013,120,,,,,,
IAL12,2014,120,,,,,,
IDSE12,2012,120,4200043,DOCT.UNI.G,SCIENCES ECONOMIQUES,,,
IDSE12,2013,120,4200043,DOCT.UNI.G,SCIENCES ECONOMIQUES,,,
IDSE12,2014,120,4200043,DOCT.UNI.G,SCIENCES ECONOMIQUES,,,
IDSG12,2012,120,4200044,DOCT.UNI.G,SCIENCES DE GESTION,,,
IDSG12,2014,120,4200044,DOCT.UNI.G,SCIENCES DE GESTION,,,
IDUIP12,2013,120,9010338,DU GENERI,DIPLOMES D'UNIVERSITE EN SCIENCES ECONOMIQUES - BAC A BAC+3,,,
IDUIP12,2014,120,9010338,DU GENERI,DIPLOMES D'UNIVERSITE EN SCIENCES ECONOMIQUES - BAC A BAC+3,,,
IERAS,2012,120,9051563,DIP.INTERN,DIPLOMES INTERNATIONAUX EN PLURI DROIT - SCIENCES ECONOMIQUES - AES - BAC+1 A BAC+5,,,
IERAS,2013,120,9051563,DIP.INTERN,DIPLOMES INTERNATIONAUX EN PLURI DROIT - SCIENCES ECONOMIQUES - AES - BAC+1 A BAC+5,,,
IERAS,2014,120,9051563,DIP.INTERN,DIPLOMES INTERNATIONAUX EN PLURI DROIT - SCIENCES ECONOMIQUES - AES - BAC+1 A BAC+5,,,
IHSE12,2013,120,9036638,HDR,HDR EN SCIENCES ECONOMIQUES - BAC+6 ET PLUS,,,
ILAES12,2012,120,2101001,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE",,,
ILAES12,2013,120,2101001,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE",,,
ILAES12,2014,120,2101001,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE",,,
ILAES12,2012,121,2101001,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE",,1001493,"DROIT, ECONOMIE, GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE"
ILAES12,2013,121,2101001,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE",,1001493,"DROIT, ECONOMIE, GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE"
ILAES12,2014,121,2101001,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE",,1001493,"DROIT, ECONOMIE, GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE"
ILAES12,2012,122,2101001,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE",,,
ILAES12,2013,122,2101001,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE",,,
ILAES12,2014,122,2101001,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ADMINISTRATION ECONOMIQUE ET SOCIALE",,,
ILAES12,2014,140,2300006,LICENCE (LMD),ADMINISTRATION ECONOMIQUE ET SOCIALE,,,
ILEG12,2012,120,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
ILEG12,2013,120,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
ILEG12,2014,120,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
ILEG12,2012,121,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,1002620,"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION"
ILEG12,2013,121,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,1002620,"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION"
ILEG12,2014,121,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,1002620,"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION"
ILEG12,2012,122,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
ILEG12,2013,122,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
ILEG12,2014,122,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
ILEG12,2012,123,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
ILEG12,2013,123,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
ILEG12,2014,123,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
ILEG12,2012,124,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
ILEG12,2013,124,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
ILEG12,2014,124,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
ILEG12,2012,125,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
ILEG12,2013,125,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
ILEG12,2014,125,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
ILEG12,2012,126,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
ILEG12,2014,126,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,,
ILEG12,2012,127,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,1002620,"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION"
ILEG12,2013,127,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,1002620,"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION"
ILEG12,2014,127,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,1002620,"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION"
ILEG12,2012,128,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,1002620,"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION"
ILEG12,2013,128,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,1002620,"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION"
ILEG12,2014,128,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,1002620,"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION"
ILEG12,2012,129,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,1002620,"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION"
ILEG12,2013,129,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,1002620,"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION"
ILEG12,2014,129,2100363,LICENCE (LMD),"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION",,1002620,"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION"
ILEG14,2014,140,2300005,LICENCE (LMD),ECONOMIE ET GESTION,,,
ILPCD12,2012,120,2002616,LICENCE PROF,COMMERCE,DISTRIBUTION - MANAGEMENT ET GESTION DE RAYONS (DISTECH),,
ILPCD12,2013,120,2002616,LICENCE PROF,COMMERCE,DISTRIBUTION - MANAGEMENT ET GESTION DE RAYONS (DISTECH),,
ILPCD12,2014,120,2002616,LICENCE PROF,COMMERCE,DISTRIBUTION - MANAGEMENT ET GESTION DE RAYONS (DISTECH),,
IM1FI12,2012,120,2201986,MASTER (LMD),"DROIT, ECONOMIE, GESTION : FINANCE INTERNATIONALE ET ECONOMIE DE LA MONDIALISATION (FIEM)",,2008781,"DROIT, ECONOMIE, GESTION : FINANCE INTERNATIONALE ET ECONOMIE DE LA MONDIALISATION (FIEM)"
IM1FI12,2013,120,2201986,MASTER (LMD),"DROIT, ECONOMIE, GESTION : FINANCE INTERNATIONALE ET ECONOMIE DE LA MONDIALISATION (FIEM)",,2008781,"DROIT, ECONOMIE, GESTION : FINANCE INTERNATIONALE ET ECONOMIE DE LA MONDIALISATION (FIEM)"
IM1FI12,2014,120,2201986,MASTER (LMD),"DROIT, ECONOMIE, GESTION : FINANCE INTERNATIONALE ET ECONOMIE DE LA MONDIALISATION (FIEM)",,2008781,"DROIT, ECONOMIE, GESTION : FINANCE INTERNATIONALE ET ECONOMIE DE LA MONDIALISATION (FIEM)"
IM1FI12,2012,121,2201986,MASTER (LMD),"DROIT, ECONOMIE, GESTION : FINANCE INTERNATIONALE ET ECONOMIE DE LA MONDIALISATION (FIEM)",,2008781,"DROIT, ECONOMIE, GESTION : FINANCE INTERNATIONALE ET ECONOMIE DE LA MONDIALISATION (FIEM)"
IM1FI12,2013,121,2201986,MASTER (LMD),"DROIT, ECONOMIE, GESTION : FINANCE INTERNATIONALE ET ECONOMIE DE LA MONDIALISATION (FIEM)",,2008781,"DROIT, ECONOMIE, GESTION : FINANCE INTERNATIONALE ET ECONOMIE DE LA MONDIALISATION (FIEM)"
