ID,Intitulé emploi,ROME lib niveau 1,ROME lib niveau 2,Code ROME,Intitulé ROME,,,,,Type de contrat,Niveau emploi,Type employeur,Secteur d'activité,Effectifs de l'entreprise,,,Salaire,,Mode d'obtention,Durée d'accès,Année_diplôme,Code diplôme,Composante,Mention,Spécialité,,Filière_diplôme
1733,Psychologue,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Accompagnement de la personne,K1104,Psychologie,,,,,CDD,Niveau ingénieur ou cadre,"La fonction publique (d'Etat, territoriale ou hospitalière)",Santé humaine et action sociale,500 et plus,,,1500 à 2000,,Réseau de relations tissées durant les études,12 mois et plus,2009,2211466,UFR LASH,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,PSYCHOLOGIE CLINIQUE ET GERONTOLOGIE,,PSYCHOLOGIE
1734,Trader,"BANQUE, ASSURANCE, IMMOBILIER",Finance,C1301,Front office marchés financiers ,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,Activités financières et d'assurance,de 200 à 499,,,1500 à 2000,,"Organismes publics d'aide à l'emploi (Pôle Emploi, APEC...)",Accès direct,2009,2221707,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIE MATHEMATIQUE ET ECONOMIE APPLIQUEE","INGENIERIE STOCHASTIQUE, STATISTIQUE ET METHODES QUANTITATIVES EN ECONOMIE ET FINANCE",,MATHEMATIQUES
1735,Chargé de mission,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,"Action sociale, socio-éducative et socio-culturelle",K1201,Action sociale,,,,,CDD,Niveau technicien ou agent de maîtrise,Une entreprise publique,Santé humaine et action sociale,de 10 à 49,,,1500 à 2000,,Candidature spontanée par Internet,Accès direct,2009,2211483,UFR Espaces et Cultures,SCIENCES HUMAINES ET SOCIALES : SCIENCES GEOGRAPHIQUES,GESTION DES AMENAGEMENTS TOURISTIQUES ET HOTELIERS (GATH),,GEOGRAPHIE
1736,assistante de ressources humaines,SUPPORT À L'ENTREPRISE,Ressources humaines,M1501,Assistanat en ressources humaines,,,,,Fonctionnaire,Niveau ouvrier ou employé,"La fonction publique (d'Etat, territoriale ou hospitalière)",Administration publique,500 et plus,,,1000 à 1500,,Stage(s),Accès direct,2009,2210836,UFR Droit,"DROIT, ECONOMIE, GESTION : ECONOMIE ET MANAGEMENT DE L'ORGANISATION ET DE LA CONNAISSANCE",ECONOMIE ET CONSEIL EN RESSOURCES HUMAINES,,ECONOMIE
1737,conseiller financier,"BANQUE, ASSURANCE, IMMOBILIER",Banque,C1206,Gestion de clientèle bancaire,,,,,CDI,Niveau ouvrier ou employé,Une entreprise privée,Activités financières et d'assurance,de 50 à 199,,,1000 à 1500,,Candidature spontanée par Internet,7 à 11 mois,2009,2210330,IAE,"DROIT, ECONOMIE, GESTION : FINANCE COMPTABILITE",GESTION INTERNATIONALE DE LA FORTUNE,,GESTION
1738,Conseillère emploi formation,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Développement territorial et emploi,K1801,Conseil en emploi et insertion socioprofessionnelle,,,,,CDD,Niveau ouvrier ou employé,Une association,Santé humaine et action sociale,de 10 à 49,,,1500 à 2000,,Réseau de relations tissées durant les études,12 mois et plus,2009,2211470,UFR LASH,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,PSYCHOLOGIE SOCIALE ET DU TRAVAIL ET INGENIERIE DES RESSOURCES HUMAINES,,PSYCHOLOGIE
1739,agent hautement qualifie,SUPPORT À L'ENTREPRISE,Comptabilité et gestion,M1203,Comptabilité,,,,,CDI,Niveau technicien ou agent de maîtrise,Une entreprise privée,"Arts, spectacles et activités récréatives",de 200 à 499,,,Moins de 1000,,Candidature spontanée par courrier,12 mois et plus,2009,2210319,IAE,"DROIT, ECONOMIE, GESTION : MANAGEMENT",AFFAIRES ET MANAGEMENT INTERNATIONAL,,GESTION
1740,conseiller ,"BANQUE, ASSURANCE, IMMOBILIER",Banque,C1206,Gestion de clientèle bancaire,,,,,"Profession libérale, indépendant, chef d'entreprise",Niveau ingénieur ou cadre,Vous-même,Activités financières et d'assurance,Pas de salarié,,,2000 à 2500,,,4 à 6 mois,2009,2210869,UFR Droit,"DROIT, ECONOMIE, GESTION : STRATEGIES INTERNATIONALES ECONOMIQUES ET FINANCIERES",BANQUE ET FINANCE INTERNATIONALE,,ECONOMIE
1741,Psychologue,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Accompagnement de la personne,K1104,Psychologie,,,,,CDD,Niveau ingénieur ou cadre,Une association,Santé humaine et action sociale,de 50 à 199,,,1000 à 1500,,"Forums, salons",12 mois et plus,2009,2211473,UFR LASH,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,"PSYCHOPATHOLOGIES INTERCULTURELLES, CLINIQUES DU LIEN SOCIAL ET DES SITUATIONS DE CRISE ET PSYCHOPA",,PSYCHOLOGIE
1742,chargee de projet,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Développement territorial et emploi,K1802,Développement local,,,,,CDI,Niveau technicien ou agent de maîtrise,Une association,"Activités spécialisées, scientifiques et techniques",de 50 à 199,,,1000 à 1500,,Candidature spontanée par Internet,,2009,2210334,IAE,"DROIT, ECONOMIE, GESTION : MARKETING ET STRATEGIE",COMMUNICATION ORGANISATIONNELLE,,GESTION
1743,CADRE DE SANT2 P2DAGIGIQUE,SANTE,Soins paramédicaux,J1502,Coordination de services médicaux ou paramédicaux,,,,,Fonctionnaire,Niveau ingénieur ou cadre,"La fonction publique (d'Etat, territoriale ou hospitalière)",Santé humaine et action sociale,500 et plus,,,2000 à 2500,,Stage(s),7 à 11 mois,2009,2214342,IAE,"DROIT, ECONOMIE, GESTION : MANAGEMENT",ADMINISTRATION DES ENTREPRISES,,GESTION
1744,Psychologue clinicienne,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Accompagnement de la personne,K1104,Psychologie,,,,,CDI,Niveau ingénieur ou cadre,Une association,Santé humaine et action sociale,de 50 à 199,,,1000 à 1500,,Réseau de relations tissées durant les études,Accès direct,2009,2211473,UFR LASH,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,"PSYCHOPATHOLOGIES INTERCULTURELLES, CLINIQUES DU LIEN SOCIAL ET DES SITUATIONS DE CRISE ET PSYCHOPA",,PSYCHOLOGIE
1745,consultante rh et psychologue,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Formation initiale et continue,K2101,Conseil en formation,,,,,CDI,Niveau technicien ou agent de maîtrise,Une entreprise privée,Autres activités de service,de 1 à 2,,,1500 à 2000,,Stage(s),1 à 3 mois,2009,2211470,UFR LASH,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,PSYCHOLOGIE SOCIALE ET DU TRAVAIL ET INGENIERIE DES RESSOURCES HUMAINES,,PSYCHOLOGIE
1746,Psychologue clinicienne,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Accompagnement de la personne,K1104,Psychologie,,,,,CDD,Niveau ingénieur ou cadre,"La fonction publique (d'Etat, territoriale ou hospitalière)",Santé humaine et action sociale,de 200 à 499,,,,,Réseau de relations tissées durant les études,Accès direct,2009,2211473,UFR LASH,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,"PSYCHOPATHOLOGIES INTERCULTURELLES, CLINIQUES DU LIEN SOCIAL ET DES SITUATIONS DE CRISE ET PSYCHOPA",,PSYCHOLOGIE
1747,conseillère en ressources humaines,SUPPORT À L'ENTREPRISE,Ressources humaines,M1502,Développement des ressources humaines,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,Activités de services administratifs et de soutien,de 3 à 9,,,1000 à 1500,,Réseau de relations personnelles/familiales,12 mois et plus,2009,2202075,EPU,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE","INFORMATIQUE, FONDEMENTS ET INGENIERIE (IFI)",,INFORMATIQUE
1748,psychologue clinicien,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Accompagnement de la personne,K1104,Psychologie,,,,,CDI,Niveau ingénieur ou cadre,Une association,Santé humaine et action sociale,de 50 à 199,,,2000 à 2500,,Candidature spontanée par courrier,1 à 3 mois,2009,2211466,UFR LASH,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,PSYCHOLOGIE CLINIQUE ET GERONTOLOGIE,,PSYCHOLOGIE
1749,INGÉNIEUR DE DÉVELOPPEMENT FLEX JAVA,SUPPORT À L'ENTREPRISE,Systèmes d'information et de télécommunication,M1805,Études et développement informatique,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,Information et communication,de 10 à 49,,,2000 à 2500,,Candidature spontanée par Internet,Accès direct,2009,2202075,EPU,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE","INFORMATIQUE, FONDEMENTS ET INGENIERIE (IFI)",,INFORMATIQUE
1750,Ingénieur en calcul de structure,"CONSTRUCTION, BÂTIMENT ET TRAVAUX PUBLICS",Conception et études,F1106,Ingénierie et études du BTP ,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,"Activités spécialisées, scientifiques et techniques",de 200 à 499,,,1500 à 2000,,Stage(s),12 mois et plus,2009,2221708,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : MATERIAUX",PHYSIQUE DES MATERIAUX MECANIQUES ET MODELISATION NUMERIQUE,,PHYSIQUE
1751,chargé de projet RH,SUPPORT À L'ENTREPRISE,Ressources humaines,M1502,Développement des ressources humaines,,,,,CDD,Niveau ingénieur ou cadre,Une entreprise privée,"Industries (manufacturières, extractives et autres)",500 et plus,,,,,Candidature spontanée par Internet,4 à 6 mois,2009,2210836,UFR Droit,"DROIT, ECONOMIE, GESTION : ECONOMIE ET MANAGEMENT DE L'ORGANISATION ET DE LA CONNAISSANCE",ECONOMIE ET CONSEIL EN RESSOURCES HUMAINES,,ECONOMIE
1752,CONTRÔLEUR INTERNE,SUPPORT À L'ENTREPRISE,Comptabilité et gestion,M1202,Audit et contrôle comptables et financiers,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,Activités financières et d'assurance,de 50 à 199,,,Moins de 1000,,"Organismes publics d'aide à l'emploi (Pôle Emploi, APEC...)",7 à 11 mois,2009,2210869,UFR Droit,"DROIT, ECONOMIE, GESTION : STRATEGIES INTERNATIONALES ECONOMIQUES ET FINANCIERES",BANQUE ET FINANCE INTERNATIONALE,,ECONOMIE
1753,Chargée Administratif et Financier,SUPPORT À L'ENTREPRISE,Comptabilité et gestion,M1205,Direction administrative et financière,,,,,CDD,Niveau ouvrier ou employé,"La fonction publique (d'Etat, territoriale ou hospitalière)",Enseignement,500 et plus,,,1500 à 2000,,"Services universitaires (SOOIP, BAIP, bureau des stages...)",1 à 3 mois,2009,2210853,UFR Droit,"DROIT, ECONOMIE, GESTION : MACROECONOMIE ET FINANCE INTERNATIONALE",FINANCE INTERNATIONALE ET INTEGRATION EUROPENNE,,ECONOMIE
1754,CADRE INFORMATIQUE,SUPPORT À L'ENTREPRISE,Systèmes d'information et de télécommunication,M1805,Études et développement informatique,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,Activités financières et d'assurance,,,,1500 à 2000,,Candidature spontanée par Internet,12 mois et plus,2009,2202075,EPU,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE","INFORMATIQUE, FONDEMENTS ET INGENIERIE (IFI)",,INFORMATIQUE
1755,PSYCHOLOGUE EN EPHAD,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Accompagnement de la personne,K1104,Psychologie,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,Santé humaine et action sociale,de 10 à 49,,,Moins de 1000,,"Organismes publics d'aide à l'emploi (Pôle Emploi, APEC...)",4 à 6 mois,2009,2211466,UFR LASH,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,PSYCHOLOGIE CLINIQUE ET GERONTOLOGIE,,PSYCHOLOGIE
1756,consultant,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Droit,K1903,Défense et conseil juridique,,,,,CDD,Niveau ingénieur ou cadre,Une entreprise privée,"Activités spécialisées, scientifiques et techniques",,,,,,Réseau de relations personnelles/familiales,12 mois et plus,2009,2210327,UFR Droit,"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",JURISTE D'ENTREPRISE,,DROIT
1757,spécialise Apple,SUPPORT À L'ENTREPRISE,Systèmes d'information et de télécommunication,M1805,Études et développement informatique,,,,,CDI,Niveau technicien ou agent de maîtrise,Une entreprise privée,"Activités spécialisées, scientifiques et techniques",de 200 à 499,,,2000 à 2500,,Candidature spontanée par Internet,12 mois et plus,2009,2210322,IAE,"DROIT, ECONOMIE, GESTION : MANAGEMENT",MANAGEMENT DU SPORT,,GESTION
1758,Géographe urbaniste,SUPPORT À L'ENTREPRISE,Systèmes d'information et de télécommunication,M1808,Information géographique,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,"Activités spécialisées, scientifiques et techniques",de 3 à 9,,,1500 à 2000,,Stage(s),1 à 3 mois,2009,2211484,UFR Espaces et Cultures,SCIENCES HUMAINES ET SOCIALES : SCIENCES GEOGRAPHIQUES,"IMAGE,MULTIMEDIA ET SCIENCES TERRITORIALES (IMST)",,GEOGRAPHIE
1759,Consultante qualité,SUPPORT À L'ENTREPRISE,Organisation et études,M1402,Conseil en organisation et management d'entreprise,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,Santé humaine et action sociale,,,,2000 à 2500,,Réseau de relations tissées durant les études,Accès direct,2009,2212305,UFR Médecine,"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIE DU SYSTEME DE SANTE","QUALITE, SECURITE, RISQUE ET INGENIERIE DU MANAGEMENT",,MEDECINE
1760,Ingénieur junior qualité,INDUSTRIE,Qualité et analyses industrielles,H1501,Direction de laboratoire d'analyse industrielle ,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,"Activités spécialisées, scientifiques et techniques",de 3 à 9,,,1000 à 1500,,Réseau de relations personnelles/familiales,4 à 6 mois,2009,2212304,UFR Sciences,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE","FORMULATION, ANALYSE, QUALITE (FOQUAL)",,CHIMIE
1761,Auditeur Financier,SUPPORT À L'ENTREPRISE,Comptabilité et gestion,M1202,Audit et contrôle comptables et financiers,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,Activités financières et d'assurance,de 10 à 49,,,1500 à 2000,,Candidature spontanée par Internet,12 mois et plus,2009,2210317,IAE,"DROIT, ECONOMIE, GESTION : FINANCE COMPTABILITE","COMPTABILITE, CONTROLE, AUDIT",,GESTION
1762,Analyste,SUPPORT À L'ENTREPRISE,Systèmes d'information et de télécommunication,M1805,Études et développement informatique,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,Activités financières et d'assurance,de 3 à 9,,,2500 et plus,,Candidature spontanée par courrier,12 mois et plus,2009,2210331,IAE,"DROIT, ECONOMIE, GESTION : FINANCE COMPTABILITE",INGENIERIE FINANCIERE,,GESTION
1763,Développeur Web Back-Office,SUPPORT À L'ENTREPRISE,Systèmes d'information et de télécommunication,M1805,Études et développement informatique,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,"Commerce, transports, hébergement et restauration",de 10 à 49,,,,,Candidature spontanée par Internet,7 à 11 mois,2009,2220552,UFR Droit,"DROIT, ECONOMIE, GESTION : ECONOMIE ET MANAGEMENT DE L'ORGANISATION ET DE LA CONNAISSANCE",ECONOMIE ET MANAGEMENT DE L'INNOVATION ET DE LA  CONNAISSANCE,,ECONOMIE
1764,Legal Counsel ,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Droit,K1903,Défense et conseil juridique,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,Information et communication,de 50 à 199,,,,,Réseaux sociaux et professionnels sur Internet,7 à 11 mois,2009,2210327,UFR Droit,"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",JURISTE D'ENTREPRISE,,DROIT
1765,consultant en projet management,SUPPORT À L'ENTREPRISE,Organisation et études,M1402,Conseil en organisation et management d'entreprise,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,Information et communication,Pas de salarié,,,,,Autre mode d'obtention,12 mois et plus,2009,2210329,UFR Droit,"DROIT, ECONOMIE, GESTION : ECONOMIE DE LA FIRME ET DES MARCHES",DEVELOPPEMENT INDUSTRIEL,,ECONOMIE
1766,Responsable Operationel,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,"Défense, sécurité publique et secours",K1703,Direction opérationnelle de la défense,,,,,"Profession libérale, indépendant, chef d'entreprise",Niveau ingénieur ou cadre,Une entreprise privée,Autres activités de service,de 10 à 49,,,1000 à 1500,,Réseau de relations personnelles/familiales,Accès direct,2009,2210322,IAE,"DROIT, ECONOMIE, GESTION : MANAGEMENT",MANAGEMENT DU SPORT,,GESTION
1767,Analyste conseil,"BANQUE, ASSURANCE, IMMOBILIER",Banque,C1202,Analyse de crédits et risques bancaires,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,Activités financières et d'assurance,de 50 à 199,,,2000 à 2500,,Autre mode d'obtention,1 à 3 mois,2009,2210331,IAE,"DROIT, ECONOMIE, GESTION : FINANCE COMPTABILITE",INGENIERIE FINANCIERE,,GESTION
1768,Auditeur junior ,SUPPORT À L'ENTREPRISE,Comptabilité et gestion,M1202,Audit et contrôle comptables et financiers,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,"Activités spécialisées, scientifiques et techniques",de 50 à 199,,,Moins de 1000,,Réseau de relations personnelles/familiales,12 mois et plus,2009,2210331,IAE,"DROIT, ECONOMIE, GESTION : FINANCE COMPTABILITE",INGENIERIE FINANCIERE,,GESTION
1769,Psychologue des écoles,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Accompagnement de la personne,K1104,Psychologie,,,,,Fonctionnaire,Niveau ingénieur ou cadre,"La fonction publique (d'Etat, territoriale ou hospitalière)",Enseignement,,,,2000 à 2500,,Autre mode d'obtention,12 mois et plus,2009,2211473,UFR LASH,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,"PSYCHOPATHOLOGIES INTERCULTURELLES, CLINIQUES DU LIEN SOCIAL ET DES SITUATIONS DE CRISE ET PSYCHOPA",,PSYCHOLOGIE
1770,Consultante,SUPPORT À L'ENTREPRISE,Organisation et études,M1402,Conseil en organisation et management d'entreprise,,,,,CDI,Niveau technicien ou agent de maîtrise,Une entreprise privée,,de 10 à 49,,,1500 à 2000,,Réseau de relations tissées durant les études,Accès direct,2009,2215124,UFR Droit,"DROIT, ECONOMIE, GESTION : STRATEGIES INTERNATIONALES ECONOMIQUES ET FINANCIERES",STRATEGIE D'ENTREPRISE ET DEVELOPPEMENT INTERNATIONAL,,ECONOMIE
1771,assistante de direction,SUPPORT À L'ENTREPRISE,Secrétariat et assistance,M1604,Assistanat de direction,,,,,CDI,Niveau ouvrier ou employé,Une entreprise privée,"Commerce, transports, hébergement et restauration",de 1 à 2,,,2500 et plus,,Candidature spontanée par Internet,12 mois et plus,2009,2210853,UFR Droit,"DROIT, ECONOMIE, GESTION : MACROECONOMIE ET FINANCE INTERNATIONALE",FINANCE INTERNATIONALE ET INTEGRATION EUROPENNE,,ECONOMIE
1772,juriste d'entreprise,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Droit,K1903,Défense et conseil juridique,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise publique,"Activités spécialisées, scientifiques et techniques",de 200 à 499,,,,,Candidature spontanée par Internet,7 à 11 mois,2009,2215128,UFR Droit,"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",DROIT DES NOUVELLES TECHNONOGIES,,DROIT
1773,GRADUATE RECRUITER,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Formation initiale et continue,K2108,Enseignement supérieur,,,,,CDI,,Une entreprise privée,Activités financières et d'assurance,500 et plus,,,2500 et plus,,Candidature spontanée par Internet,12 mois et plus,2009,2211470,UFR LASH,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,PSYCHOLOGIE SOCIALE ET DU TRAVAIL ET INGENIERIE DES RESSOURCES HUMAINES,,PSYCHOLOGIE
1774, KYC Controller,"BANQUE, ASSURANCE, IMMOBILIER",Banque,C1202,Analyse de crédits et risques bancaires,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,Activités financières et d'assurance,500 et plus,,,2000 à 2500,,Candidature spontanée par courrier,7 à 11 mois,2009,2210869,UFR Droit,"DROIT, ECONOMIE, GESTION : STRATEGIES INTERNATIONALES ECONOMIQUES ET FINANCIERES",BANQUE ET FINANCE INTERNATIONALE,,ECONOMIE
1775,Analyste financier,SUPPORT À L'ENTREPRISE,Comptabilité et gestion,M1201,Analyse et ingénierie financière,,,,,CDI,Niveau ingénieur ou cadre,Une entreprise privée,Activités financières et d'assurance,de 50 à 199,,,1500 à 2000,,Stage(s),4 à 6 mois,2009,2210331,IAE,"DROIT, ECONOMIE, GESTION : FINANCE COMPTABILITE",INGENIERIE FINANCIERE,,GESTION
1776,AGENT D'EXPLOITATION,TRANSPORT ET LOGISTIQUE,Personnel d'encadrement du transport routier,N4203,Intervention technique d'exploitation des transpôrts routiers de marchandises,,,,,CDI,Niveau technicien ou agent de maîtrise,Une entreprise privée,"Commerce, transports, hébergement et restauration",de 3 à 9,,,1000 à 1500,,Réseau de relations personnelles/familiales,Accès direct,2009,2215129,IDPD,"DROIT, ECONOMIE, GESTION : DROIT INTERNATIONAL ET EUROPEEN","DROIT DE L'ENVIRONNEMENT, DES ESPACES ET RESSOURCES MARITIMES ET DE L'AMENAGEMENT DU LITTORAL",,DROIT
1777,Psychologue clinicienne,SERVICES A LA PERSONNE ET A LA COLLECTIVITE,Accompagnement de la personne,K1104,Psychologie,,,,,"Profession libérale, indépendant, chef d'entreprise",Niveau ingénieur ou cadre,Vous-même,Santé humaine et action sociale,de 1 à 2,,,,,Autre mode d'obtention,1 à 3 mois,2009,2211473,UFR LASH,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,"PSYCHOPATHOLOGIES INTERCULTURELLES, CLINIQUES DU LIEN SOCIAL ET DES SITUATIONS DE CRISE ET PSYCHOPA",,PSYCHOLOGIE
